Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.87       1/1           void std::__invoke_impl<void, main::{lambda()#1}>(std::__invoke_other, main::{lambda()#1}&&) [4]
                0.00    0.00       1/9           main::{lambda()#1}&& std::forward<main::{lambda()#1}>(std::remove_reference<main::{lambda()#1}>::type&) [95]
-----------------------------------------------
                0.00    0.87       1/1           void std::__invoke_impl<void, main::{lambda()#1}>(std::__invoke_other, main::{lambda()#1}&&) [4]
[6]     23.8    0.00    0.87       1         main::{lambda()#1}::operator()() const [6]
                0.10    0.77      75/75          calculateRedCentroid(int, int, n*, bool*) [8]
                0.00    0.00      77/18409       std::mutex::unlock() [23]
                0.00    0.00      77/181         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<int, void>(int const&) [76]
                0.00    0.00      76/179         void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [84]
                0.00    0.00      75/18484       std::mutex::lock() [61]
-----------------------------------------------
                                                 <spontaneous>
[7]     23.8    0.00    0.87                 std::thread::_State_impl<std::thread::_Invoker<std::tuple<main::{lambda()#1}> > >::_M_run() [7]
                0.00    0.87       1/1           std::thread::_Invoker<std::tuple<main::{lambda()#1}> >::operator()() [3]
-----------------------------------------------
                0.10    0.77      75/75          main::{lambda()#1}::operator()() const [6]
[8]     23.8    0.10    0.77      75         calculateRedCentroid(int, int, n*, bool*) [8]
                0.29    0.45      76/76          malloc_and_format() [9]
                0.03    0.00 23290326/23290326     isRedPixel(RGBPixel) [18]
                0.00    0.00      43/44          add(n*, int, int, double) [92]
                0.00    0.00      43/44          show(n*) [93]
-----------------------------------------------
                0.29    0.45      76/76          calculateRedCentroid(int, int, n*, bool*) [8]
[9]     20.2    0.29    0.45      76         malloc_and_format() [9]
                0.07    0.16 23340418/23340418     cv::Vec<unsigned char, 3>::Vec(cv::Vec<unsigned char, 3> const&) [11]
                0.14    0.00 69978186/69978186     cv::Vec<unsigned char, 3>::operator[](int) [14]
                0.08    0.00 23343273/23343273     cv::Vec<unsigned char, 3>& cv::Mat::at<cv::Vec<unsigned char, 3> >(int, int) [15]
                0.00    0.00      75/75          capture_frame(cv::VideoCapture&) [91]
-----------------------------------------------
                0.10    0.17       1/1           main [1]
[10]     7.4    0.10    0.17       1         SFML_out(sf::RenderWindow&, sf::Font&) [10]
                0.10    0.05 8974986/8974986     set_pixel_color(sf::RenderWindow&, int, int, int) [13]
                0.00    0.01   18303/36216       sf::String::~String() [20]
                0.01    0.00   17892/17892       std::__cxx11::to_string(double) [25]
                0.00    0.00   18228/18409       std::mutex::unlock() [23]
                0.00    0.00   17535/17535       sf::Text::~Text() [26]
                0.00    0.00   18309/18484       std::mutex::lock() [61]
-----------------------------------------------
                0.07    0.16 23340418/23340418     malloc_and_format() [9]
[11]     6.3    0.07    0.16 23340418         cv::Vec<unsigned char, 3>::Vec(cv::Vec<unsigned char, 3> const&) [11]
                0.16    0.00 23355453/23355453     cv::Matx<unsigned char, 3, 1>::Matx(unsigned char const*) [12]
-----------------------------------------------
                0.16    0.00 23355453/23355453     cv::Vec<unsigned char, 3>::Vec(cv::Vec<unsigned char, 3> const&) [11]
[12]     4.4    0.16    0.00 23355453         cv::Matx<unsigned char, 3, 1>::Matx(unsigned char const*) [12]
-----------------------------------------------
                0.10    0.05 8974986/8974986     SFML_out(sf::RenderWindow&, sf::Font&) [10]
[13]     4.2    0.10    0.05 8974986         set_pixel_color(sf::RenderWindow&, int, int, int) [13]
                0.05    0.00 8539989/8539989     sf::Vector2<float>::Vector2(float, float) [16]
-----------------------------------------------
                0.14    0.00 69978186/69978186     malloc_and_format() [9]
[14]     3.8    0.14    0.00 69978186         cv::Vec<unsigned char, 3>::operator[](int) [14]
-----------------------------------------------
                0.08    0.00 23343273/23343273     malloc_and_format() [9]
[15]     2.2    0.08    0.00 23343273         cv::Vec<unsigned char, 3>& cv::Mat::at<cv::Vec<unsigned char, 3> >(int, int) [15]
-----------------------------------------------
                0.05    0.00 8539989/8539989     set_pixel_color(sf::RenderWindow&, int, int, int) [13]
[16]     1.4    0.05    0.00 8539989         sf::Vector2<float>::Vector2(float, float) [16]
-----------------------------------------------
                                                 <spontaneous>
[17]     1.1    0.04    0.00                 _init [17]
-----------------------------------------------
                0.03    0.00 23290326/23290326     calculateRedCentroid(int, int, n*, bool*) [8]
[18]     0.8    0.03    0.00 23290326         isRedPixel(RGBPixel) [18]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.5    0.02    0.00                 std::chrono::duration<long, std::ratio<1l, 1l> >::duration<int, void>(int const&) [19]
-----------------------------------------------
                0.00    0.00       1/36216       main [1]
                0.00    0.00   17912/36216       sf::Text::~Text() [26]
                0.00    0.01   18303/36216       SFML_out(sf::RenderWindow&, sf::Font&) [10]
[20]     0.3    0.00    0.01   36216         sf::String::~String() [20]
                0.00    0.01   35682/35682       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [21]
-----------------------------------------------
                0.00    0.01   35682/35682       sf::String::~String() [20]
[21]     0.3    0.00    0.01   35682         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [21]
                0.01    0.00   34773/34773       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [22]
                0.00    0.00   35660/35660       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [53]
-----------------------------------------------
                0.01    0.00   34773/34773       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [21]
[22]     0.3    0.01    0.00   34773         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [22]
                0.00    0.00   34596/34596       std::__new_allocator<unsigned int>::~__new_allocator() [60]
-----------------------------------------------
                0.00    0.00       1/18409       main [1]
                0.00    0.00      77/18409       main::{lambda()#1}::operator()() const [6]
                0.00    0.00     103/18409       calculateConfidence(std::mutex&) [27]
                0.00    0.00   18228/18409       SFML_out(sf::RenderWindow&, sf::Font&) [10]
[23]     0.1    0.00    0.01   18409         std::mutex::unlock() [23]
                0.01    0.00   18006/18006       __gthread_mutex_unlock(pthread_mutex_t*) [24]
-----------------------------------------------
                0.01    0.00   18006/18006       std::mutex::unlock() [23]
[24]     0.1    0.01    0.00   18006         __gthread_mutex_unlock(pthread_mutex_t*) [24]
                0.00    0.00   18033/35974       __gthread_active_p() [41]
-----------------------------------------------
                0.01    0.00   17892/17892       SFML_out(sf::RenderWindow&, sf::Font&) [10]
[25]     0.1    0.01    0.00   17892         std::__cxx11::to_string(double) [25]
                0.00    0.00   17562/17562       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [69]
-----------------------------------------------
                0.00    0.00   17535/17535       SFML_out(sf::RenderWindow&, sf::Font&) [10]
[26]     0.1    0.00    0.00   17535         sf::Text::~Text() [26]
                0.00    0.00   17912/36216       sf::String::~String() [20]
                0.00    0.00   35255/35255       sf::VertexArray::~VertexArray() [59]
                0.00    0.00   17787/53578       sf::Drawable::~Drawable() [40]
-----------------------------------------------
                0.00    0.00       1/1           void std::__invoke_impl<void, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::__invoke_other, void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [30]
[27]     0.0    0.00    0.00       1         calculateConfidence(std::mutex&) [27]
                0.00    0.00     103/18409       std::mutex::unlock() [23]
                0.00    0.00     607/607         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [71]
                0.00    0.00     104/181         std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<int, void>(int const&) [76]
                0.00    0.00     103/179         void std::this_thread::sleep_for<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [84]
                0.00    0.00      99/18484       std::mutex::lock() [61]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::operator()() [29]
[28]     0.0    0.00    0.00       1         void std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [28]
                0.00    0.00       1/1           std::__invoke_result<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::type std::__invoke<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [31]
                0.00    0.00       2/2           std::remove_reference<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&>::type&& std::move<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&>(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&) [116]
                0.00    0.00       1/1           std::tuple_element<1ul, std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::type&& std::get<1ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&&) [155]
                0.00    0.00       1/1           std::tuple_element<0ul, std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::type&& std::get<0ul, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >&&) [153]
-----------------------------------------------
                0.00    0.00       1/1           std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > > >::_M_run() [32]
[29]     0.0    0.00    0.00       1         std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::operator()() [29]
                0.00    0.00       1/1           void std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [28]
-----------------------------------------------
                0.00    0.00       1/1           std::__invoke_result<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::type std::__invoke<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [31]
[30]     0.0    0.00    0.00       1         void std::__invoke_impl<void, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::__invoke_other, void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [30]
                0.00    0.00       1/1           calculateConfidence(std::mutex&) [27]
                0.00    0.00       1/3           void (*&&std::forward<void (*)(std::mutex&)>(std::remove_reference<void (*)(std::mutex&)>::type&))(std::mutex&) [103]
                0.00    0.00       1/10          std::reference_wrapper<std::mutex>&& std::forward<std::reference_wrapper<std::mutex> >(std::remove_reference<std::reference_wrapper<std::mutex> >::type&) [94]
                0.00    0.00       1/1           std::reference_wrapper<std::mutex>::operator std::mutex&() const [124]
-----------------------------------------------
                0.00    0.00       1/1           void std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::_M_invoke<0ul, 1ul>(std::_Index_tuple<0ul, 1ul>) [28]
[31]     0.0    0.00    0.00       1         std::__invoke_result<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >::type std::__invoke<void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [31]
                0.00    0.00       1/1           void std::__invoke_impl<void, void (*)(std::mutex&), std::reference_wrapper<std::mutex> >(std::__invoke_other, void (*&&)(std::mutex&), std::reference_wrapper<std::mutex>&&) [30]
                0.00    0.00       1/10          std::reference_wrapper<std::mutex>&& std::forward<std::reference_wrapper<std::mutex> >(std::remove_reference<std::reference_wrapper<std::mutex> >::type&) [94]
                0.00    0.00       1/3           void (*&&std::forward<void (*)(std::mutex&)>(std::remove_reference<void (*)(std::mutex&)>::type&))(std::mutex&) [103]
-----------------------------------------------
                                                 <spontaneous>
[32]     0.0    0.00    0.00                 std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > > >::_M_run() [32]
                0.00    0.00       1/1           std::thread::_Invoker<std::tuple<void (*)(std::mutex&), std::reference_wrapper<std::mutex> > >::operator()() [29]
-----------------------------------------------
                0.00    0.00   35663/71356       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [51]
                0.00    0.00   35693/71356       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [48]
[39]     0.0    0.00    0.00   71356         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [39]
-----------------------------------------------
                0.00    0.00   17787/53578       sf::Text::~Text() [26]
                0.00    0.00   35791/53578       sf::VertexArray::~VertexArray() [59]
[40]     0.0    0.00    0.00   53578         sf::Drawable::~Drawable() [40]
-----------------------------------------------
                0.00    0.00   17941/35974       __gthread_mutex_lock(pthread_mutex_t*) [65]
                0.00    0.00   18033/35974       __gthread_mutex_unlock(pthread_mutex_t*) [24]
[41]     0.0    0.00    0.00   35974         __gthread_active_p() [41]
-----------------------------------------------
                0.00    0.00   35961/35961       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [47]
[42]     0.0    0.00    0.00   35961         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00   35484/35484       std::__new_allocator<sf::Vertex>::~__new_allocator() [57]
-----------------------------------------------
                0.00    0.00   35932/35932       unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [44]
[43]     0.0    0.00    0.00   35932         unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [43]
-----------------------------------------------
                0.00    0.00   35862/35862       std::__ptr_traits_ptr_to<unsigned int const*, unsigned int const, false>::pointer_to(unsigned int const&) [50]
[44]     0.0    0.00    0.00   35862         unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [44]
                0.00    0.00   35932/35932       unsigned int const* std::__addressof<unsigned int const>(unsigned int const&) [43]
-----------------------------------------------
                0.00    0.00   35825/35825       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [48]
[45]     0.0    0.00    0.00   35825         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator() [45]
-----------------------------------------------
                0.00    0.00   35790/35790       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [47]
[46]     0.0    0.00    0.00   35790         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [46]
                0.00    0.00   17764/17764       std::__new_allocator<sf::Vertex>::deallocate(sf::Vertex*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00   35753/35753       std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [58]
[47]     0.0    0.00    0.00   35753         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [47]
                0.00    0.00   35961/35961       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [42]
                0.00    0.00   35790/35790       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [46]
-----------------------------------------------
                0.00    0.00   35747/35747       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [53]
[48]     0.0    0.00    0.00   35747         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [48]
                0.00    0.00   35825/35825       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_get_allocator() [45]
                0.00    0.00   35693/71356       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [39]
                0.00    0.00   35661/35661       std::__new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [52]
-----------------------------------------------
                0.00    0.00   35705/35705       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [51]
[49]     0.0    0.00    0.00   35705         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [49]
                0.00    0.00   35685/35685       std::__ptr_traits_ptr_to<unsigned int const*, unsigned int const, false>::pointer_to(unsigned int const&) [50]
-----------------------------------------------
                0.00    0.00   35685/35685       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [49]
[50]     0.0    0.00    0.00   35685         std::__ptr_traits_ptr_to<unsigned int const*, unsigned int const, false>::pointer_to(unsigned int const&) [50]
                0.00    0.00   35862/35862       unsigned int const* std::addressof<unsigned int const>(unsigned int const&) [44]
-----------------------------------------------
                0.00    0.00   35682/35682       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [53]
[51]     0.0    0.00    0.00   35682         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [51]
                0.00    0.00   35705/35705       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_local_data() const [49]
                0.00    0.00   35663/71356       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_data() const [39]
-----------------------------------------------
                0.00    0.00   35661/35661       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [48]
[52]     0.0    0.00    0.00   35661         std::__new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [52]
-----------------------------------------------
                0.00    0.00   35660/35660       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::~basic_string() [21]
[53]     0.0    0.00    0.00   35660         std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_dispose() [53]
                0.00    0.00   35747/35747       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long) [48]
                0.00    0.00   35682/35682       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_is_local() const [51]
-----------------------------------------------
                0.00    0.00   35626/35626       std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [58]
[54]     0.0    0.00    0.00   35626         std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [54]
-----------------------------------------------
                0.00    0.00   35507/35507       void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [56]
[55]     0.0    0.00    0.00   35507         void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [55]
-----------------------------------------------
                0.00    0.00   35485/35485       std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [58]
[56]     0.0    0.00    0.00   35485         void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [56]
                0.00    0.00   35507/35507       void std::_Destroy_aux<true>::__destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [55]
-----------------------------------------------
                0.00    0.00   35484/35484       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_Vector_impl::~_Vector_impl() [42]
[57]     0.0    0.00    0.00   35484         std::__new_allocator<sf::Vertex>::~__new_allocator() [57]
-----------------------------------------------
                0.00    0.00   35483/35483       sf::VertexArray::~VertexArray() [59]
[58]     0.0    0.00    0.00   35483         std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [58]
                0.00    0.00   35753/35753       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::~_Vector_base() [47]
                0.00    0.00   35626/35626       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_get_Tp_allocator() [54]
                0.00    0.00   35485/35485       void std::_Destroy<sf::Vertex*>(sf::Vertex*, sf::Vertex*) [56]
-----------------------------------------------
                0.00    0.00   35255/35255       sf::Text::~Text() [26]
[59]     0.0    0.00    0.00   35255         sf::VertexArray::~VertexArray() [59]
                0.00    0.00   35791/53578       sf::Drawable::~Drawable() [40]
                0.00    0.00   35483/35483       std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector() [58]
-----------------------------------------------
                0.00    0.00   34596/34596       std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_Alloc_hider::~_Alloc_hider() [22]
[60]     0.0    0.00    0.00   34596         std::__new_allocator<unsigned int>::~__new_allocator() [60]
-----------------------------------------------
                0.00    0.00       1/18484       main [1]
                0.00    0.00      75/18484       main::{lambda()#1}::operator()() const [6]
                0.00    0.00      99/18484       calculateConfidence(std::mutex&) [27]
                0.00    0.00   18309/18484       SFML_out(sf::RenderWindow&, sf::Font&) [10]
[61]     0.0    0.00    0.00   18484         std::mutex::lock() [61]
                0.00    0.00   17910/17910       __gthread_mutex_lock(pthread_mutex_t*) [65]
-----------------------------------------------
                0.00    0.00   18069/18069       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [69]
[62]     0.0    0.00    0.00   18069         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [62]
                0.00    0.00   17941/17941       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
-----------------------------------------------
                0.00    0.00   18042/18042       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
[63]     0.0    0.00    0.00   18042         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::~_Guard() [63]
-----------------------------------------------
                0.00    0.00   17941/17941       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [62]
[64]     0.0    0.00    0.00   17941         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
                0.00    0.00   18042/18042       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::~_Guard() [63]
                0.00    0.00   17658/17658       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [68]
-----------------------------------------------
                0.00    0.00   17910/17910       std::mutex::lock() [61]
[65]     0.0    0.00    0.00   17910         __gthread_mutex_lock(pthread_mutex_t*) [65]
                0.00    0.00   17941/35974       __gthread_active_p() [41]
-----------------------------------------------
                0.00    0.00   17764/17764       std::_Vector_base<sf::Vertex, std::allocator<sf::Vertex> >::_M_deallocate(sf::Vertex*, unsigned long) [46]
[66]     0.0    0.00    0.00   17764         std::__new_allocator<sf::Vertex>::deallocate(sf::Vertex*, unsigned long) [66]
-----------------------------------------------
                0.00    0.00       1/17736       main [1]
                0.00    0.00   17735/17736       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [69]
[67]     0.0    0.00    0.00   17736         std::__new_allocator<char>::~__new_allocator() [67]
-----------------------------------------------
                0.00    0.00   17658/17658       void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [64]
[68]     0.0    0.00    0.00   17658         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [68]
-----------------------------------------------
                0.00    0.00   17562/17562       std::__cxx11::to_string(double) [25]
[69]     0.0    0.00    0.00   17562         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [69]
                0.00    0.00   18069/18069       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [62]
                0.00    0.00   17735/17736       std::__new_allocator<char>::~__new_allocator() [67]
-----------------------------------------------
                0.00    0.00     176/1251        std::chrono::duration<long, std::ratio<1l, 1000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [75]
                0.00    0.00     180/1251        std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [86]
                0.00    0.00     180/1251        std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [81]
                0.00    0.00     355/1251        std::common_type<std::chrono::duration<long, std::ratio<1l, 1000l> >, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [77]
                0.00    0.00     360/1251        bool std::chrono::operator< <long, std::ratio<1l, 1000l>, long, std::ratio<1l, 1000l> >(std::chrono::duration<long, std::ratio<1l, 1000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000l> > const&) [88]
[70]     0.0    0.00    0.00    1251         std::chrono::duration<long, std::ratio<1l, 1000l> >::count() const [70]
-----------------------------------------------
                0.00    0.00     607/607         calculateConfidence(std::mutex&) [27]
[71]     0.0    0.00    0.00     607         __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [71]
-----------------------------------------------
                0.00    0.00     174/534         std::chrono::duration<long, std::ratio<1l, 1000l> >::zero() [85]
